@id,addr:city,addr:street,amenity,building,name,religion,type,@geometry,lon,lat,area,wikidata,wikipedia,denomination,check_date,fixme,from,public_transport:version,ref,route,to,highway,oneway,surface,maxspeed,alt_name,ele,toilets:wheelchair,wheelchair,addr:housenumber,addr:postcode,FIXME,phone,website,image,basilica,description,name:fr,name:it,landuse,opening_hours,watsan:dumping_site,watsan:location,watsan:open_defecation_area,barrier,service_times,source,addr:country,fax,building:levels,name:de,name:grc,healthcare,subdenomination,incline,service,boundary_type:ward_boundary,operational_status:electricity,polling_station,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:type_description,operator,layer,atm,brand,brand:ar,brand:en,brand:ur,brand:wikidata,name:ar,name:en,name:ur,accessibility_pwd,facility_owner,status,name:pa,contact:phone,note,media:video_device_number,media:video_number,security:description,health_facility:patients_per_day,health_facility:type,operational_status,operator:type,social_facility,notes,health_facility:referals,medical_service:general_medical_services,medical_service:outpatient,medical_staff:general_practitioner,shop,leisure,covered,accessibility,building:material,building:roof,contact:address,education:bom_employed,education:bom_how_many,education:curriculum,education:exam_affiliate,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees_admission,education:fees_level2,education:gender_type,education:government_registered,education:management_committee,education:program_counseling,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:program_scouting,education:program_specialneeds,education:program_sports,education:pta,education:school_head,education:staff_female,education:staff_male,education:student_age_range,education:students,education:students_female,education:students_male,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:teachers_tsc_registered,education:teachers_undergoing_training,education:tsc_employed,education:tsc_how_many,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,media:camera_device_number,operator:name,place:village,toilet:present,contact:email,education:fees,education:program_other,education:teachers_untrained,education:fees_exam,education:fees_level1,education:fees_per_year,education:teachers_under_going_training,education:fees_level3,education:fees_lunch,education:fees_optional,education:fees_trip,education:program_special_needs,operator:description,health_facility:exam_room,medical_service:ear_nose_throat,medical_service:malaria,medical_service:minor_surgery,medical_staff:clinical_officer,medical_staff:community_pharmacist,medical_staff:counsellor,medical_staff:lab_tech,medical_staff:medical_officer,medical_staff:midwife,medical_staff:nurse,medical_staff:other,medical_staff:pharm_tech,medical_staff:pharmacist,access,hoops,sport,source_ref,email,building:blocks,building:classrooms,education:government_grants,education:nemis_code,education:num_classes,education:operate_as,education:program_feeding_description,education:program_orphans,playground,toilet:teachers,toilets,toilets:female,toilets:handwashing,toilets:male,water_source,bicycle,dog,foot,ford,horse,motor_vehicle,smoothness,stroller,width,watsan:cleaner,watsan:connection,watsan:features_per_location,watsan:handwashing,watsan:toilet_private,watsan:type,watsan:users_per_day,watsan:water_availability,watsan:water_private,addr:place,roof:colour,landuse:urban_green,natural,urban_green:cultivation,urban_green:cultivation_consumer_description,urban_green:cultivation_sale,urban_green:cultivation_supplies_purchase,urban_green:fence,urban_green:number_of_caretakers,urban_green:owner_distance,urban_green:owner_hours_week,watsan:urban_agriculture,dispensing,tourism,name:sw,wifi,boundary_type:Ward_boundary,polling_station:source,polling_station:type,designation,local_ref,contact:mobile,cost,media:camera_number,watsan:hand_washing,watsan:opening_hours,watsan:operational_status,watsan:operator,watsan:toilet_status,watsan:toilet_type,medical_service:family_planning,medical_service:pregnancy_test,toilet:arranged_name,barrier:gate,education:extra_scouts:girl_guide,education:fees_per_term,education:supported_by,start_date,toilets:teachers,waste:garbage_disposal,watsan:availability,protected,safe_place:acessible,safe_place:church,safe_place:compound,safe_place:protected,safe_place:mosque,fireplace,contact:website,automated,self_service,community,community:en,community:gender,education:mean_score,image:sign_post,education:extra_other,education:fees_other,barrier:security_fence,education:extra_nature_club,education:extra_scouts/girl_guide,education:sponsored_by,government:registered,playground:arranged_name,room:staff,condition,operator:funding,bus,public_transport,beds,charge,drinking_water,fee,operational_status:availability,disused:amenity,toilets:num_chambers,watsan:bathroom,watsan:sanitary_bin,grades,toilets:position,boundary_type:Constituency_boundary,polling_station:Election_year,registered_voters,bench,bin,lit,shelter,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,altitude,precision,outdoor_seating,payment:cash,man_made,addr:constituency,addr:district,addr:division,addr:location,isced:level,note:code,school:gender,capacity,gender,addr:county
node/1038219150,,,place_of_worship,,Mathare North Evangelical Methodist,christian,,,36.8716735,-1.2510632,,,,methodist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1038219153,,,place_of_worship,,Soul Winning church,christian,,,36.8666487,-1.256337,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1038219169,,,place_of_worship,,Narrow gateway restoration,christian,,,36.868796,-1.2544038,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1038219174,,,place_of_worship,,ST.Stephen catholic church,christian,,,36.8756496,-1.2513864,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1038219175,,,place_of_worship,,Mathare North SDA,christian,,,36.8736062,-1.2498044,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1063806371,,,place_of_worship,yes,,christian,,center,36.913801,-1.2199846,,,,jehovahs_witness,1/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1063806395,,,place_of_worship,yes,House Of Transformation Kasarani,christian,,center,36.9129135,-1.2202602,,,,,1/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1065427227,,,place_of_worship,yes,A.I.C Skyway,christian,,center,36.9589671,-1.2779794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1065432066,,,place_of_worship,yes,Seventh Day Adventist Church Skyway,christian,,center,36.9580603,-1.2788998,,,,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabbath: 8:30Aam - 6pm, Wed & Fri: 6pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1066347983,,,,yes,St. lazarus Legio Maria Church,,,center,36.9010694,-1.2408741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1067804022,,,place_of_worship,yes,St. Jude Catholic Church,christian,,center,36.8898414,-1.297059,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1067804044,,,,school,Donholm Catholic Primary School,,,center,36.8902036,-1.297441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1075275893,,,place_of_worship,church,Mountain View SDA Church,christian,,center,36.7371395,-1.2614078,,,,seventh_day_adventist,,,,,,,,,,,,,,,limited,,,,,,,,,,,,"09:00-12:00,13:30-18:30; Sa 07:30-18:45; PH closed",,,,,Sa 08:00-18:00; PH closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1075482911,,,,yes,PEFA Church Thika Road,christian,,center,36.8994022,-1.2120133,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pefachurchthikard@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1079002461,,,place_of_worship,church,Upperhill Springs S.D.A,christian,,center,36.8213487,-1.3038911,,,,seventh_day_adventist,,,,,,,,,,,,,,,yes,,,,,,,,,,,,Sa 07:00-23:15; PH open,,,,,Sa 08:00-18:00; PH open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1087556872,,,place_of_worship,yes,Rosa Mystica Spiritual Center church,christian,,center,36.7624739,-1.2967958,,,,,4/26/2023,,,,,,,,,,,,,,,,"P.O. Box 21792 Kiangara Road, Nairobi",,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1096138049,,,place_of_worship,,BAPS Shri Swaminarayan Mandir,hindu,,,36.8225314,-1.2683537,,,,hindu,5/11/2023,,,,,,,,,,,,,,,,,religion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1100018989,,,place_of_worship,,African Christian Church,christian,,,36.8504144,-1.2643329,,,,methodist,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1592721673894.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1101638782,,,place_of_worship,,AIPCA Church,christian,,,36.8443077,-1.2637652,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590414894196.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1101638893,,,place_of_worship,,Peniel Ministry Church,christian,,,36.8432879,-1.2644822,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1101737162,,,place_of_worship,,PAG Church,christian,,,36.8664511,-1.2606836,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1101737211,,,place_of_worship,,Redeemed Gospel Church,christian,,,36.8660048,-1.2611722,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1102582634,,,place_of_worship,church,KAG Uthiru Assembly,christian,,center,36.7101667,-1.2624622,,,,pentecostal,,,,,,,,,,,,,,,limited,,,,,,,,,,,,Su 07:45-16:30; PH open,,,,,Su 08:00-15:30; PH open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1102975989,,,place_of_worship,,Roho israel church of God,christian,,,36.8571493,-1.2630759,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092198,,,place_of_worship,,Gospel Tabernacle Church,christian,,,36.8627719,-1.2601981,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092225,,,place_of_worship,,Internationale Evangelical Church,christian,,,36.8653433,-1.2623388,,,,evangelical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092243,,,place_of_worship,,African Divine Church org. VCT,christian,,,36.8653793,-1.2621251,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092253,,,place_of_worship,,Word Temple Church,christian,,,36.8642846,-1.2590427,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092275,,,place_of_worship,,Christ Co. Fellowship Church,christian,,,36.8653539,-1.2621949,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092292,,,place_of_worship,,Friends Church,christian,,,36.8650066,-1.2608798,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1103092315,,,place_of_worship,,AGAPE Church,christian,,,36.8635176,-1.2623091,,,,pentecostal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
